reference,prediction,wer,substitutions,deletions,insertions,ref_len_words,severity
හැකි වන බව පෙන්නුම් කරයි.,හැකි වන බව පෙන්නුම් කරයි.,0.0,0,0,0,5,exact_match
අපේ ත්‍රිපිටක ධර්මය,අපේ ත්‍රිපිටක ධර්මය,0.0,0,0,0,3,exact_match
දැනට එකඟ වී තිබෙන ජාත්‍යන්තර ක්‍රිකට් සංචාර,දැනට එකඟ වී තිබෙන ජාත්‍යන්තර ක්‍රිකට් සංචාර,0.0,0,0,0,7,exact_match
කමෙන්ට් එකකින් දාලා යන්න,කමෙන්ට් එකකින් දාලා යන්න,0.0,0,0,0,4,exact_match
ඔන්න ඉවරයි,ඔන්න ඉවරයි,0.0,0,0,0,2,exact_match
එකම වෙනස තමයි,එකම වෙනස තමයි,0.0,0,0,0,3,exact_match
නැත්නම් යුද්දෙට හොඳට මැදිවෙලා,නැත්නම් යුද්දෙට හොඳට මැදිවෙලා,0.0,0,0,0,4,exact_match
ඇයි අප්පා මේ සේනාවක් හදන්න යන්නේ.,ඇයි අප්පා මේ සේනාවක් හදන්න යන්නේ,0.0,0,0,0,6,exact_match
ඒ වගේම මේ සරත් සමයේ ඇරඹුණු,ඒ වගේම මේ සරත් සමයේ ඇරඹුණු,0.0,0,0,0,6,exact_match
එතකොට ලේඛකයාම නේද,එතකොට ලේඛකයාම නේද,0.0,0,0,0,3,exact_match
ආවරණය නිසා,ආවරණය නිසා,0.0,0,0,0,2,exact_match
උඹ සිංහල වචන කීපයක් දැනගත්තෙ මරියකඩේ කුඩු විකුණලද?,උඹ සිංහල වචන කීපයක් දැනගත්තෙ මරියකඩේ කුඩු විකුණලද?,0.0,0,0,0,8,exact_match
බෙංගාල බොක්කේ අභ්‍යවකාශ මධ්‍යස්ථානයෙන්,බෙංගාල බොක්කේ අභ්‍යවකාශ මධ්‍යස්ථානයෙන්,0.0,0,0,0,4,exact_match
හැබැයි ඒක එහෙමයි කියලා,හැබැයි ඒක එහෙමයි කියලා,0.0,0,0,0,4,exact_match
ඉදිකර ඇති මාර්ග පද්ධතිය,ඉදිකර ඇති මාර්ග පද්ධතිය,0.0,0,0,0,4,exact_match
ගැටබරු දේවාල භූමියේ පඩිපෙළේ පහළට ම එන විට,ගැටබරු දේවාල භූමියේ පඩිපෙළේ පහළට ම එන විට,0.0,0,0,0,8,exact_match
පහසුවෙන් යන්න පුළුවන් වේවි ද කියල.,පහසුවෙන් යන්න පුළුවන් වේවි ද කියල.,0.0,0,0,0,6,exact_match
එහෙම වෙලාවට තමයි,එහෙම වෙලාවට තමයි,0.0,0,0,0,3,exact_match
පීතෘමූලික සමාජයේ බලපෑම,පීතෘමූලික සමාජයේ බලපෑම,0.0,0,0,0,3,exact_match
ශනිදා උදයක පිටත් වන විට,ශනිදා උදයක පිටත් වන විට,0.0,0,0,0,5,exact_match
සාර්ථක ලෙස තම කටයුතු කරගෙන යාමට හැකි වේ,සාර්ථක ලෙස තම කටයුතු කරගෙන යාමට හැකි වේ,0.0,0,0,0,8,exact_match
භාග්‍යවතුන් වහන්සේගේ,භාග්‍යවතුන් වහන්සේගේ,0.0,0,0,0,2,exact_match
පාරිභෝගික අධිකාරියට තොරතුරු ලැබී තිබේ,පාරිභෝගික අධිකාරියට තොරතුරු ලැබී තිබේ,0.0,0,0,0,5,exact_match
ගුවන් සේවිකාවකට අසීමිත නිදහසක් ලැබෙනවද කියලා,ගුවන් සේවිකාවකට අසීමිත නිදහසක් ලැබෙනවද කියලා,0.0,0,0,0,6,exact_match
මෙවැනි අවස්ථාවට පිහිට පැමිණෙන්නේ,මෙවැනි අවස්ථාවට පිහිට පැමිණෙන්නේ,0.0,0,0,0,4,exact_match
ආයෙත් යන්න බැරිවයි මං උන්නෙ,ආයෙත් යන්න බැරිවයි මං උන්නෙ.,0.0,0,0,0,5,exact_match
ඒ කොස්තාපල් එහෙම කරන එක,ඒ කොස්තාපල් එහෙම කරන එක,0.0,0,0,0,5,exact_match
බුදුරජාණන් වහන්සේ ජීවමාන කාලයේ දී පවා,බුදුරජාණන් වහන්සේ ජීවමාන කාලයේ දී පවා,0.0,0,0,0,6,exact_match
අපේ දරුවන්ට,අපේ දරුවන්ට,0.0,0,0,0,2,exact_match
අගමැතිවරයා ඔවුන්ගේ පවුල්වල උදවියට දැනුම් දුන්නේය.,අගමැතිවරයා ඔවුන්ගේ පවුල්වල උදවියට දැනුම් දුන්නේය.,0.0,0,0,0,6,exact_match
මිනිසකුගේ පමණක් නොව,මිනිසකුගේ පමණක් නොව,0.0,0,0,0,3,exact_match
ඒකත් මුහුද පැත්තට ම සීමා වෙච්චි,ඒකත් මුහුද පැත්තට ම සීමා වෙච්චි,0.0,0,0,0,6,exact_match
නියමයි කොල්ලෝ එළකිරි,නියමයි කොල්ලෝ එළකිරි,0.0,0,0,0,3,exact_match
පවිටු සිතිවිලි නැති වූ තරමට,පවිටු සිතිවිලි නැති වූ තරමට,0.0,0,0,0,5,exact_match
නවමු අරුණැල්ලක් ගෙනා,නවමු අරුණැල්ලක් ගෙනා,0.0,0,0,0,3,exact_match
ඒත් අර බෙදීම මතක් වෙනකොට,ඒත් අර බෙදීම මතක් වෙනකොට,0.0,0,0,0,5,exact_match
එකී සාහිත්‍ය ග්‍රන්ථයන්ය.,එකී සාහිත්‍ය ග්‍රන්ථයන්ය.,0.0,0,0,0,3,exact_match
එහි ඉන්දියානු ශිල්පීන්,එහි ඉන්දියානු ශිල්පීන්,0.0,0,0,0,3,exact_match
අපේ පුතා ඔය සිගරට් එකක්,අපේ පුතා ඔය සිගරට් එකක්,0.0,0,0,0,5,exact_match
සිංහල හදනවා.,සිංහල හදනවා.,0.0,0,0,0,2,exact_match
තමාවත් දන්නෙ නැති නිසා.,තමාවත් දන්නෙ නැති නිසා.,0.0,0,0,0,4,exact_match
මේව අහල තමයි,මේව අහල තමයි,0.0,0,0,0,3,exact_match
දෙවැනි මුද්‍රණයකට යෑමට තරම් පාඨකයන්ගේ ප්‍රසාදයක්,දෙවැනි මුද්‍රණයකට යෑමට තරම් පාඨකයන්ගේ ප්‍රසාදයක්,0.0,0,0,0,6,exact_match
මිනිස්‌සුන්වයි බඩුයි බස්‌වල ලොරිවල දාගෙන යන එකත් අලුත් දෙයක්‌ නෙමෙයි.,මිනිස්‌සුන්වයි බඩුයි බස්‌වල ලොරිවල දාගෙන යන එකත් අලුත් දෙයක්‌ නෙමෙයි.,0.0,0,0,0,10,exact_match
ශ්‍රී ලාංකිකයින් ඉදිරියේ නටන්න නෙවෙයි.,ශ්‍රී ලාංකිකයින් ඉදිරියේ නටන්න නෙවෙයි.,0.0,0,0,0,5,exact_match
ඒත් මේ ලොකු භූමිකම්පාවෙන් පස්සේ,ඒත් මේ ලොකු භූමිකම්පාවෙන් පස්සේ,0.0,0,0,0,5,exact_match
ගොඩක් දේවල් අවුල් වෙන්න පුළුවන්,ගොඩක් දේවල් අවුල් වෙන්න පුළුවන්,0.0,0,0,0,5,exact_match
දේශපාලන සම්ප්‍රදාය එයයි.,දේශපාලන සම්ප්‍රදාය එයයි.,0.0,0,0,0,3,exact_match
පරාර්ථකාමී අධ්‍යාත්මික ගුණය,පරාර්ථකාමී අධ්‍යාත්මික ගුණය,0.0,0,0,0,3,exact_match
ඒත් උන්ගෙන් සමහරක් .,ඒත් උන්ගෙන් සමහරක්,0.0,0,0,0,3,exact_match
පාවීමට පටන් ගත්තා.,පාවීමට පටන් ගත්තා.,0.0,0,0,0,3,exact_match
ගුහසීව රජු සමඟ සටන් වැදීමට,ගුහසීව රජු සමඟ සටන් වැදීමට,0.0,0,0,0,5,exact_match
සම්බන්ධයෙන් ඔවුන් දැනුවත් විය යුතු බවයි.,සම්බන්ධයෙන් ඔවුන් දැනුවත් විය යුතු බවයි.,0.0,0,0,0,6,exact_match
ලොකුම වැරැද්ද,ලොකුම වැරැද්ද.,0.0,0,0,0,2,exact_match
වීසා ආදිය සූදානම් කර ගන්න ඕන,වීසා ආදිය සූදානම් කර ගන්න ඕන.,0.0,0,0,0,6,exact_match
පූජා කිරීම ආමිස දානය නම් වේ.,පූජා කිරීම ආමිස දානය නම් වේ.,0.0,0,0,0,6,exact_match
ආදිවාසීන්ගෙන් පැවත එන,ආදිවාසීන්ගෙන් පැවත එන,0.0,0,0,0,3,exact_match
ශ්‍රම බලකායක් නිර්මාණය කිරීම සඳහායි,ශ්‍රම බලකායක් නිර්මාණය කිරීම සඳහායි.,0.0,0,0,0,5,exact_match
එම අසිරිමත් දහම,එම අසිරිමත් දහම,0.0,0,0,0,3,exact_match
ඇතැම් රෝහල්වලින් මෙම බෙහෙත් වර්ග වෙනත් ජාවාරම්කරුවන් අතට යනවා.,ඇතැම් රෝහල්වලින් මෙම බෙහෙත් වර්ග වෙනත් ජාවාරම්කරුවන් අතට යනවා.,0.0,0,0,0,9,exact_match
පසු වන බව නොරහසකි.,පසු වන බව නොරහසකි.,0.0,0,0,0,4,exact_match
මල් පැණි ගෙන යනවා.,මල් පැණි ගෙන යනවා.,0.0,0,0,0,4,exact_match
නිර්දේශවල අඩංගු වේ,නිර්දේශවල අඩංගු වේ,0.0,0,0,0,3,exact_match
හැමෝට ම වගේ,හැමෝට ම වගේ,0.0,0,0,0,3,exact_match
මේ පිළිබඳ ද බොහෝ විස්තර,මේ පිළිබඳ ද බොහෝ විස්තර,0.0,0,0,0,5,exact_match
ඔබට දොරටු විවර වෙයි.,ඔබට දොරටු විවර වෙයි,0.0,0,0,0,4,exact_match
දක්නට ලැබෙන ප්‍රධාන වැඩහුන් බුද්ධ ප්‍රතිමාව ද,දක්නට ලැබෙන ප්‍රධාන වැඩහුන් බුද්ධ ප්‍රතිමාව ද,0.0,0,0,0,7,exact_match
ඕක තමා නේද?,ඕක තමා නේද?,0.0,0,0,0,3,exact_match
සැවොම එක් ව බ්ලොග් කියවන්න,සැවොම එක් ව බ්ලොග් කියවන්න,0.0,0,0,0,5,exact_match
මව්කුස තුළ වැඩුණු දරුවෙක් නිසා,මව්කුස තුළ වැඩුණු දරුවෙක් නිසා,0.0,0,0,0,5,exact_match
අවස්ථාව ලබා දී ඇත.,අවස්ථාව ලබා දී ඇත.,0.0,0,0,0,4,exact_match
ලස්සන එකක් වගේ.,ලස්සන එකක් වගේ.,0.0,0,0,0,3,exact_match
බුදුරජුන් තෙවරක් ලක්දිවට වැඩි බව,බුදුරජුන් තෙවරක් ලක්දිවට වැඩි බව,0.0,0,0,0,5,exact_match
සංවාද ගත කිරීම,සංවාද ගත කිරීම,0.0,0,0,0,3,exact_match
පඳුරක් මතට පැන ගත්තේ ය,පඳුරක් මතට පැන ගත්තේ ය,0.0,0,0,0,5,exact_match
මෙතරම් කඩිමුඩියේ කලබලයේ බරපතල ආකාරයෙන්,මෙතරම් කඩිමුඩියේ කලබලයේ බරපතල ආකාරයෙන්,0.0,0,0,0,5,exact_match
ඉතින් අපේ ලංකාවේ කට්ටියට කොච්චර කීවත්,ඉතින් අපේ ලංකාවේ කට්ටියට කොච්චර කීවත්,0.0,0,0,0,6,exact_match
ඒ කොන්දේසි අදාල වන්නේ නැත,ඒ කොන්දේසි අදාල වන්නේ නැත,0.0,0,0,0,5,exact_match
ඇත්තට ම පාවිච්චි නොකළේ ඇයි,ඇත්තට ම පාවිච්චි නොකළේ ඇයි?,0.0,0,0,0,5,exact_match
අද පවා බුලත් විටක් කෑමට පෙර,අද පවා බුලත් විටක් කෑමට පෙර,0.0,0,0,0,6,exact_match
මොකද වෙනස් වීම කියන එක,මොකද වෙනස් වීම කියන එක,0.0,0,0,0,5,exact_match
ඒත් මේ ලිපිය,ඒත් මේ ලිපිය,0.0,0,0,0,3,exact_match
බිනර පොහෝ දිනය,බිනර පොහෝ දිනය,0.0,0,0,0,3,exact_match
ඒකෙ තියෙන්නෙ නිකං ම වීජ ගණිතය,ඒකෙ තියෙන්නෙ නිකං ම වීජ ගණිතය,0.0,0,0,0,6,exact_match
එක ළමයෙක් දීලා තිබුණා,එක ළමයෙක් දීලා තිබුණා,0.0,0,0,0,4,exact_match
උපතේ ගුරු බලවත් අය,උපතේ ගුරු බලවත් අය,0.0,0,0,0,4,exact_match
ඇය මනුෂ්‍යයෙක්,ඇය මනුෂ්‍යයෙක්,0.0,0,0,0,2,exact_match
පත්තරේට ආණ්ඩු හදන්නත් පුළුවන්,පත්තරේට ආණ්ඩු හදන්නත් පුළුවන්,0.0,0,0,0,4,exact_match
නිපදවන අලුත් අරුත් සහිත වීම.,නිපදවන අලුත් අරුත් සහිත වීම,0.0,0,0,0,5,exact_match
වැදගත් වේ.,වැදගත් වේ.,0.0,0,0,0,2,exact_match
අනුන්ගේ ජීවිත ඝාතනය නොකරන අය කියලයි,අනුන්ගේ ජීවිත ඝාතනය නොකරන අය කියලයි.,0.0,0,0,0,6,exact_match
එහි හැසිරෙන්න අවශ්‍යයි.,එහි හැසිරෙන්න අවශ්‍යයි.,0.0,0,0,0,3,exact_match
මරලා ද එල්ලු වේ,මරලා ද එල්ලු වේ,0.0,0,0,0,4,exact_match
මම දැන් ඒ ගැන දන්නා නිසා,මම දැන් ඒ ගැන දන්නා නිසා.,0.0,0,0,0,6,exact_match
නිවන් මග දියුණු කර ගැනීමේ,නිවන් මග දියුණු කර ගැනීමේ,0.0,0,0,0,5,exact_match
බුදුරජාණන් වහන්සේගේ මේ දේශනාව,බුදුරජාණන් වහන්සේගේ මේ දේශනාව,0.0,0,0,0,4,exact_match
තේරුම් අරන් තිබෙනවා,තේරුම් අරන් තිබෙනවා.,0.0,0,0,0,3,exact_match
නිශ්චිත දෙයක් නොව,නිශ්චිත දෙයක් නොව,0.0,0,0,0,3,exact_match
ඒත් දැනුම විතරයි,ඒත් දැනුම විතරයි,0.0,0,0,0,3,exact_match
පසඟ පිහිටුවා වැඳිය යුතුය.,පසඟ පිහිටුවා වැඳිය යුතුය.,0.0,0,0,0,4,exact_match
එනම් මේ සලරුවේ හොඳ පිටපතක්,එනම් මේ සලරුවේ හොඳ පිටපතක්,0.0,0,0,0,5,exact_match
තුන්වැනි පාර්ශවයන්ට අයත් සහ,තුන්වැනි පාර්ශවයන්ට අයත් සහ,0.0,0,0,0,4,exact_match
මේ තෙරුන් වහන්සේ,මේ තෙරුන් වහන්සේ,0.0,0,0,0,3,exact_match
ලෝකේ හොඳ ම රෝහල් වෙන්න ඕන,ලෝකේ හොඳ ම රෝහල් වෙන්න ඕන.,0.0,0,0,0,6,exact_match
"නදී කාශ්‍යප, සහ ගයා කාශ්‍යප යනුවෙන්",නදී කාශ්‍යප සහ ගයා කාශ්‍යප යනුවෙන්,0.0,0,0,0,6,exact_match
රජගහනුවර වනාහි මුවන් මරා ජීවත් වන,රජගහනුවර වනාහි මුවන් මරා ජීවත් වන,0.0,0,0,0,6,exact_match
අනික මචෝ මට මතක හැටියට,අනික මචෝ මට මතක හැටියට,0.0,0,0,0,5,exact_match
මෙම නිවාප සූත්‍රයෙන් තෘණ කොටුවකට ආහාර සඳහා පැමිණෙන,මෙම නිවාප සූත්‍රයෙන් තෘණ කොටුවකට ආහාර සඳහා පැමිණෙන,0.0,0,0,0,8,exact_match
උන්වහන්සේලා තුළ ඇතිවෙන ඒ හුදෙකලා අවබෝධය,උන්වහන්සේලා තුළ ඇතිවෙන ඒ හුදෙකලා අවබෝධය,0.0,0,0,0,6,exact_match
යහපත් මිතුරන්ගේ ඇසුර ලබා ගැනීමට හැකි වන දවසකි.,යහපත් මිතුරන්ගේ ඇසුර ලබා ගැනීමට හැකි වන දවසකි.,0.0,0,0,0,8,exact_match
ඒත් ඉතින් හිට් කවුන්ටරයක් නැති හින්දා,ඒත් ඉතින් හිට් කවුන්ටරයක් නැති හින්දා,0.0,0,0,0,6,exact_match
උන්වහන්සේ සරණ යාමය.,උන්වහන්සේ සරණ යාමය,0.0,0,0,0,3,exact_match
ඒ සිඟිති රාහුල සමිඳුන්ට,ඒ සිඟිති රාහුල සමිඳුන්ට,0.0,0,0,0,4,exact_match
අද ඉන්න ගුරුවරුන්ට,අද ඉන්න ගුරුවරුන්ට,0.0,0,0,0,3,exact_match
ඔයා ඇඩිමින් එකට බොරුවට චෝදනා කරලා,ඔයා ඇඩිමින් එකට බොරුවට චෝදනා කරලා,0.0,0,0,0,6,exact_match
අන්තිම ප්‍රතිඵලය ලෙස,අන්තිම ප්‍රතිඵලය ලෙස,0.0,0,0,0,3,exact_match
පෙරහර සමයේ,පෙරහර සමයේ,0.0,0,0,0,2,exact_match
රජරට ජලයේ,රජරට ජලයේ,0.0,0,0,0,2,exact_match
අවධාරණය කරයි.,අවධාරණය කරයි.,0.0,0,0,0,2,exact_match
දෙමළ ජනයාගේ පූජනීය සතෙක්.,දෙමළ ජනයාගේ පූජනීය සතෙක්,0.0,0,0,0,4,exact_match
කතාවක් නැහැ,කතාවක් නැහැ.,0.0,0,0,0,2,exact_match
මේ ආයතනයේ ප්‍රධානියා සැලසුම් කරනවා,මේ ආයතනයේ ප්‍රධානියා සැලසුම් කරනවා,0.0,0,0,0,5,exact_match
මේවා ගැන කතා කිරීම අන්තවාදී,මේවා ගැන කතා කිරීම අන්තවාදී,0.0,0,0,0,5,exact_match
පෙරදිග රටවල,පෙරදිග රටවල,0.0,0,0,0,2,exact_match
එසේ විකල්ප දේශපාලන සාක්ෂරතා වැඩසටහනක්,එසේ විකල්ප දේශපාලන සාක්ෂරතා වැඩසටහනක්,0.0,0,0,0,5,exact_match
මුදලක්‌ ඉතිරි කරන්නට කලකට පසු ලැබෙන කාලයකි.,මුදලක්‌ ඉතිරි කරන්නට කලකට පසු ලැබෙන කාලයකි.,0.0,0,0,0,7,exact_match
සුන්දර නිසංසල පරිසරයක අපූරුවට නිර්මාණය වී ඇති මෙහි,සුන්දර නිසංසල පරිසරයක අපූරුවට නිර්මාණය වී ඇති මෙහි,0.0,0,0,0,8,exact_match
කලින් කොටස ගැන සුපුරුදු පරිදිම,කලින් කොටස ගැන සුපුරුදු පරිදිම,0.0,0,0,0,5,exact_match
වෙනස් කිරීමේ හැකියාව එයාලා සතුයි,වෙනස් කිරීමේ හැකියාව එයාලා සතුයි,0.0,0,0,0,5,exact_match
ඉගෙන ගන්න එක නවත්තපල්ලා,ඉගෙන ගන්න එක නවත්තපල්ලා.,0.0,0,0,0,4,exact_match
චිත්‍රපටියට සිංහල සබ් දෙන්න පුළුවන්ද?,චිත්‍රපටියට සිංහල සබ් දෙන්න පුළුවන්ද?,0.0,0,0,0,5,exact_match
එහෙම කාපු අය,එහෙම කාපු අය,0.0,0,0,0,3,exact_match
බුදුදහම නැවත,බුදුදහම නැවත,0.0,0,0,0,2,exact_match
එමෙන් ම දැනට වසර එකහමාරක් තිස්සේ,එමෙන් ම දැනට වසර එකහමාරක් තිස්සේ,0.0,0,0,0,6,exact_match
මම කොමෙන්ට් දාන්නේ නෑ,මම කොමෙන්ට් දාන්නේ නෑ.,0.0,0,0,0,4,exact_match
පැවැත්වීමට නියමිත බව ද සඳහන් වේ,පැවැත්වීමට නියමිත බව ද සඳහන් වේ.,0.0,0,0,0,6,exact_match
උගුරේ හිර වී තිබූ,උගුරේ හිර වී තිබූ,0.0,0,0,0,4,exact_match
අප අතර දැන් නැහැ,අප අතර දැන් නැහැ,0.0,0,0,0,4,exact_match
තරුණයන් සූදානම් ව සිටිය යුතුය.,තරුණයන් සූදානම් ව සිටිය යුතුය.,0.0,0,0,0,5,exact_match
උදව් බලාගෙන එන අය,උදව් බලාගෙන එන අය,0.0,0,0,0,4,exact_match
ඉක්මනට ඉවර කරනවලු.,ඉක්මනට ඉවර කරනවලු.,0.0,0,0,0,3,exact_match
රුපියල් අතර දඩයක් නියම කළ හැකි ය,රුපියල් අතර දඩයක් නියම කළ හැකි ය,0.0,0,0,0,7,exact_match
දේවාල වන්දනා ක්‍රමය,දේවාල වන්දනා ක්‍රමය,0.0,0,0,0,3,exact_match
ඊට වැඩිය සංවාදයක් මෙතන,ඊට වැඩිය සංවාදයක් මෙතන,0.0,0,0,0,4,exact_match
බුදුන් කියන්නේ දෙවියෙක් නොව,බුදුන් කියන්නේ දෙවියෙක් නොව,0.0,0,0,0,4,exact_match
ඉස්සර නම් ගිහිල්ල එනවා කියල කිව්ව,ඉස්සර නම් ගිහිල්ල එනවා කියල කිව්ව,0.0,0,0,0,6,exact_match
කොම්පීතර ජිල්මාට් ගහන හොරු ගැන,කොම්පීතර ජිල්මාට් ගහන හොරු ගැන,0.0,0,0,0,5,exact_match
"මිත්‍රයෙකුට ද්‍රෝහී වීම, මිත්‍ර ඝාතනය හා සමාන අපරාධයකි.",මිත්‍රයෙකුට ද්‍රෝහී වීම මිත්‍ර ඝාතනය හා සමාන අපරාධයකි.,0.0,0,0,0,8,exact_match
අධ්‍යාපනයේ කේන්ද්‍රස්ථානය,අධ්‍යාපනයේ කේන්ද්‍රස්ථානය,0.0,0,0,0,2,exact_match
ගමන් කරයි.,ගමන් කරයි.,0.0,0,0,0,2,exact_match
තියෙන්නේ කුදිරමලේ.,තියෙන්නේ කුදිරමලේ.,0.0,0,0,0,2,exact_match
සංසාරේ මාත් ඔබත් ගමන් කළ බව,සංසාරේ මාත් ඔබත් ගමන් කළ බව,0.0,0,0,0,6,exact_match
දරුවාගේ මනසට ඉතා අහිතකර බලපෑම් ඇති කරනවා.,දරුවාගේ මනසට ඉතා අහිතකර බලපෑම් ඇති කරනවා.,0.0,0,0,0,7,exact_match
එම අයට සිය කුසලතා වැඩිකර ගනිමින්,එම අයට සිය කුසලතා වැඩිකර ගනිමින්,0.0,0,0,0,6,exact_match
එබඳු ස්මාරක වේ.,එබඳු ස්මාරක වේ.,0.0,0,0,0,3,exact_match
භික්‍ෂූන් විසින් භික්‍ෂුණියන්ට අවවාද කරනු ලැබිය යුතු අතර,භික්‍ෂූන් විසින් භික්‍ෂුණියන්ට අවවාද කරනු ලැබිය යුතු අතර,0.0,0,0,0,8,exact_match
ළමා නිවාසයෙන් සපයා ගත යුතුයි,ළමා නිවාසයෙන් සපයා ගත යුතුයි,0.0,0,0,0,5,exact_match
පරාජයට පත් ව ඇත්තේ,පරාජයට පත් ව ඇත්තේ,0.0,0,0,0,4,exact_match
නැවත ඔබට ඉදිරිපත් කළ විට,නැවත ඔබට ඉදිරිපත් කළ විට,0.0,0,0,0,5,exact_match
හේතු වී තිබේ,හේතු වී තිබේ,0.0,0,0,0,3,exact_match
භූමිය ස්පර්ශ කළා.,භූමිය ස්පර්ශ කළා,0.0,0,0,0,3,exact_match
මා හිතුවා,මා හිතුවා,0.0,0,0,0,2,exact_match
"පිරිත, උදේ සවස කියමින්",පිරිත උදේ සවස කියමින්,0.0,0,0,0,4,exact_match
උසස් ප්‍රගතියක් පෙන්නුම් කරයි.,උසස් ප්‍රගතියක් පෙන්නුම් කරයි,0.0,0,0,0,4,exact_match
මිනී වැළලීමේ හා දැවීමේ සිරිත,මිනී වැළලීමේ හා දැවීමේ සිරිත,0.0,0,0,0,5,exact_match
ඓතිහාසිකත්වය පිළිබඳ සැක සංකා ඉපදවීමට බාධාවක් නො වේ,ඓතිහාසිකත්වය පිළිබඳ සැක සංකා ඉපදවීමට බාධාවක් නො වේ,0.0,0,0,0,8,exact_match
රජ වාසල ඇතුන් භාර ව සිටින මේ නිලධාරියා,රජ වාසල ඇතුන් භාර ව සිටින මේ නිලධාරියා,0.0,0,0,0,8,exact_match
නිතර රහතන් වහන්සේලා වෙහෙසුනේ.,නිතර රහතන් වහන්සේලා වෙහෙසුනේ,0.0,0,0,0,4,exact_match
ලක්ෂ ගණනින් මිනිස්සු මිය ගියා.,ලක්ෂ ගණනින් මිනිස්සු මිය ගියා.,0.0,0,0,0,5,exact_match
අවුරුදු උළෙල අවසානයේ,අවුරුදු උළෙල අවසානයේ,0.0,0,0,0,3,exact_match
මේ අයවැය යෝජනා ගැන,මේ අයවැය යෝජනා ගැන,0.0,0,0,0,4,exact_match
කර්මවාදය නොපිළිගැනේ.,කර්මවාදය නොපිළිගැනේ.,0.0,0,0,0,2,exact_match
ඉන්දියාවටත් රහසක් වෙන මේ මෙහෙයුම,ඉන්දියාවටත් රහසක් වෙන මේ මෙහෙයුම,0.0,0,0,0,5,exact_match
ගුවන් නියමුවන් දෙදෙනා,ගුවන් නියමුවන් දෙදෙනා,0.0,0,0,0,3,exact_match
කරුණු කාරණා පැහැදිලි කරනු ලැබූහ.,කරුණු කාරණා පැහැදිලි කරනු ලැබූහ,0.0,0,0,0,5,exact_match
එහෙත් සමහර අවස්ථාවල දී,එහෙත් සමහර අවස්ථාවල දී,0.0,0,0,0,4,exact_match
මේකට උත්තර දෙන්න ගියොත්,මේකට උත්තර දෙන්න ගියොත්,0.0,0,0,0,4,exact_match
මත්කුඩු සිද්ධිය සම්බන්ධ ව,මත්කුඩු සිද්ධිය සම්බන්ධ ව,0.0,0,0,0,4,exact_match
ඉතුරු ඇත්තේ හදිසි අවස්ථාවල දී,ඉතුරු ඇත්තේ හදිසි අවස්ථාවල දී,0.0,0,0,0,5,exact_match
ඉදිරිපත් කර තිබේ.,ඉදිරිපත් කර තිබේ.,0.0,0,0,0,3,exact_match
අතිශයින් ම දේශපාලන මුහුණුවරක් සහිත,අතිශයින් ම දේශපාලන මුහුණුවරක් සහිත,0.0,0,0,0,5,exact_match
සිතුවත් එය එසේ නොවී ය,සිතුවත් එය එසේ නොවී ය,0.0,0,0,0,5,exact_match
තනිය ම සැලැස්ම අඳිනවා,තනිය ම සැලැස්ම අඳිනවා,0.0,0,0,0,4,exact_match
හෘද සාක්ෂියට එකඟ වූ,හෘද සාක්ෂියට එකඟ වූ,0.0,0,0,0,4,exact_match
මේ බව අවබෝධ කරගෙන,මේ බව අවබෝධ කරගෙන,0.0,0,0,0,4,exact_match
එවැනි බොහෝ අය,එවැනි බොහෝ අය,0.0,0,0,0,3,exact_match
බිහි වන මෙබඳු නිර්මාණ,බිහි වන මෙබඳු නිර්මාණ,0.0,0,0,0,4,exact_match
ඇමෙරිකාව යුරෝපා සංගමය,ඇමෙරිකාව යුරෝපා සංගමය,0.0,0,0,0,3,exact_match
මේක නිර්මාණය කරන්න,මේක නිර්මාණය කරන්න,0.0,0,0,0,3,exact_match
ඉතා තියුණු කරට කර සටනකින් අනතුරු ව,ඉතා තියුණු කරට කර සටනකින් අනතුරු ව,0.0,0,0,0,7,exact_match
ප්‍රතිඵල එන්නත් කලින්,ප්‍රතිඵල එන්නත් කලින්,0.0,0,0,0,3,exact_match
සම්බන්ධ වෙන්නේ කොහොමද?,සම්බන්ධ වෙන්නේ කොහොමද?,0.0,0,0,0,3,exact_match
වැඩි වන බව පෙනී යයි.,වැඩි වන බව පෙනී යයි.,0.0,0,0,0,5,exact_match
දරුණු හිංසනයකි.,දරුණු හිංසනයකි.,0.0,0,0,0,2,exact_match
අනුන් හදන්න කලින් අපේ වැරදි,අනුන් හදන්න කලින් අපේ වැරදි,0.0,0,0,0,5,exact_match
අන්න ඒකටයි මම විරුද්ධ.,අන්න ඒකටයි මම විරුද්ධ,0.0,0,0,0,4,exact_match
බොහෝ දරුවන්ට අමතක වී තිබේ.,බොහෝ දරුවන්ට අමතක වී තිබේ.,0.0,0,0,0,5,exact_match
ආරම්භය ගැන මෙසේ කීවාය.,ආරම්භය ගැන මෙසේ කීවාය.,0.0,0,0,0,4,exact_match
කටයුතු කිරීමට,කටයුතු කිරීමට,0.0,0,0,0,2,exact_match
එය වෙනත් දෙයකින් කපල,එය වෙනත් දෙයකින් කපල,0.0,0,0,0,4,exact_match
මම එය හැර නොයමි,මම එය හැර නොයමි,0.0,0,0,0,4,exact_match
ඔය පච ගහ ළඟ,ඔය පච ගහ ළඟ,0.0,0,0,0,4,exact_match
