reference,prediction
මත්පැන් බෝතල විනාශ කිරීමටත්,මත්පැන් බෝතල විනාශ කිරීමටත්
මෙම ලිපිය මගින්,මෙම ලිපිය මගින්
රාජ්‍ය පාලකයාගේ ක්‍රියාකාරීත්වය,රාජ්‍ය පාලකයාගේ ක්‍රියාකාරිත්වය
සිත් වේදනාවක් ඇති වුණා.,සිත් වේදනාවක් ඇති වුනා.
ඉතින් බාන්න උණේ නෑ,ඉතින් බාන්න වුණේ නෑ
බුදුරජාණන් වහන්සේ මෙම ධර්ම දේශනාව සිදු කරන්නේ,බුදුරජාණන් වහන්සේ මෙම ධර්ම දේශනාව සිදු කරන්නේ
මම මෙහි විස්තරයට ඇතුලත් කළේ,මම මෙහි විස්තරයට ඇතුළත් කළේ
ඒත් කතන්දර,ඒත් කතන්දර
ඔය වැදගත්,ඔය වැදගත්
ඩොංගලයක් පාවිච්චි කරන කෙනෙක්.,ඩොංගලයක් පාවිච්චි කරන කෙනෙක්.
අනෙක් ආගම් තුන ම අසාර්ථක විය.,අනෙක් ආගම් තුනම අසාර්ථක විය.
එය නැරඹීමෙන් ඔවුන් තුළ වූයේ,එය නැරඹීමෙන් ඔවුන් තුළ වූයේ
මේකට නම් පට්ට තැන්ක්ස්,මේකට නම් අට්ට තැන්ක්ස්
ඒක ඉතාමත් දැඩි පහරක්,ඒකෙ ඉතාමත් දැඩි පහරක්
ක්‍රමවේදයක් නැත,ක්‍රමවේදයක් නැත
අපිට මොන අමාරුවක්ද?,අපිට මොන අමාරුවක්ද?
ඒක අර කොල්ලන්ට පුළුවන් වෙන්නේ,ඒක අර කොල්ලන්ට පුළුවන් වෙන්නෙ
සතර අපායකින් යුක්ත වූ ලොවෙහි,සතර අපායකින් යුක්ත වූ ලොවෙහි
ආරාධිත ප්‍රධාන භික්‍ෂුව විසිනි.,ප්‍රධාන භික්‍ෂුව විසිනි.
එය නීතීගත කර ඇත,එය නීතිගත කර ඇත
රජතුමා පුත් කුමරුට ප්‍රතිකාර පැතුවේ ඒ හෙයිනි.,රජතුමා පුත් කුමරුට ප්‍රතිකාර පැතුවේ ඒ හෙයිනි.
දේශපාලන වාසි මත පදනම් ව,දේශපාලන වාසි මත පදනම් ව
ඉඳල තියෙන්නේ ඒ වෙනකොට,ඉදල තියෙන්නෙ ඒ වෙනකොට
මරණය පිළිබඳ ව සිහි කළොත්,මරණය පිළිබඳව සිහි කළොත්
සැකසහිත බව,සැක සහිත බව
උඹලා ඔක්කොටම වැරදිලා,උඹලා ඔක්කොටම වැරදිලා
හෙලාදැකීමෙනුත් වැලකී සිටින්නෙක්මි,හෙලා දැකීමෙනුත් වැලකී සිටින්නෙක්මි
පාත්‍රය,පාත්‍රය
ඔවුන් පාර්ලිමේන්තුවට එවනවා.,ඔවුන් පාර්ලිමේන්තුවට එවනවා
සමන් දෙවියන්ගෙ අඩවියේදි කට වරද්දා ගන්න එපා,සමන් දෙවියන්ගේ අඩවියේදී කට වරද්දා ගන්න එපා
ඉතින් බුදුරජාණන් වහන්සේ දේශනා කරනවා,ඉතින් බුදුරජාණන් වහන්සේ දේශනා කරනවා
තත්පර හතරක් පමණ තබාගෙන,තත්පර හතරක් පමණ තබාගෙන
සෑහෙන පරක්කු වෙලා වගේ,සෑහෙන පරක්කු වෙලා වගේ
"තට්ටු කරන සද්දෙ ඇහෙන්නේ නෑ"".","තට්ටු කරන සද්දෙ ඇහෙන්නේ නෑ""."
දේශපාලන නායකත්ව හා හමුදාව යන දෙක ම,දේශපාලන නායකත්වයා හමුදාව යන දෙකම
තවමත් අනාවරණය වී නැත.,තවමත් අනාවරණය වී නැත.
හතර වෙනි ගොඩට,හතර වෙනි ගොඩට
උඹල නියම බෞද්ධයෝ,උඹල නියම බෞද්ධයෝ
එමෙන් කුසලය ස්වල්ප වුවද,එමෙන් කුසලය ස්වල්ප වුව ද
මුවින් නොබැන ඉවසා සිටින්නට වුයේ වෙනත් කිසිවක් සිදු කළ නොහැකි නිසාවෙනි.,මුවින් නොබැනි ඉවසක් සිටිනට වූයේ වෙනත් කිසිවක් සිදුකර නොහැකි නිසාවෙනි.
අපි කවුද දුකෝ?,අපි කවුද දුකෝ?
ඒවා මං සම්පූර්ණයෙන් ම,ඒවා මං සම්පූර්ණයෙන්ම
තිසුරි සහකාරයා විදියට,තිසුරු සහකාරයා විදියට
ජනාධිපතිතුමාට දන්වා සිටිති.,ජනාධිපතිතුමාට දන්වා සිටිති.
යුගයෙන් යුගයට නොමියෙන,උගේන් යුගයට නොමියන
ව්‍යංගයෙන් විරුද්ධ වන,ව්‍යංගයෙන් විරුද්ධ වන
පින් පව් විශ්වාස කරන අය අඩුයි.,පින් පව් විශ්වාස කරන අය අඩුයි.
උඹ උඹේ හෝ උබගේ ළමයෙකුට,උඹ උඹේ හෝ උඹගේ ළමයෙකුට
පරිවර්තනයෙන් හරිම සියුම් අනුවර්තනයක් දක්වා,පරිවර්තනයෙන් හරිම සියුම් අනුවර්තනයක් දක්වා
එවැනි සත්ත්ව බිලි පූජා,එවැනි සත්ත්ව බිලි පූජා
නාට්‍යයක් එහි මුල් ස්වභාවයෙන් තැබීම.,නාට්‍යයක් එහි මුල් ස්වභාවයෙන් තැබීම
බලාගාරයේ විදුලි උත්පාදන යන්ත්‍රය රත්වීමට,බලාගාරයේ විදුලි උත්පාදන යන්ත්‍රය රත්වීමට
ඒ වගේ එකක් කියවන්න,ඒ වගේ එකක් කියවන්න
ඔය දෙක ම,ඔය දෙකම
ගන්නා උත්සාහය වටා,ගන්නා උත්සාහය වටා
අපර භාග 6.26 ට ලබයි.,අපර භාග 6.26 ට ලබයි.
යහපත් ම දේ,යහපත්ම දේ
මෙහි දී ප්‍රාණඝාතයෙන් වෙන් වුණු පාලකයා,මෙහිදී ප්‍රාණඝාතයෙන් වෙන් වුණු පාලකයා
හොඳින් අවබෝධ කරගත් උන්වහන්සේ,හොඳින් අවබෝධ කරගත් උන්වහන්සේ
තමන් ගෙනත් බොන අය හිටියා,තමන් ගෙනත් බොන අය හිටියා.
දෙසැම්බර් මසවි,දෙසැම්බර් මසවි
අවලාද නැතුව දෙනවා,අවලාද නැතුව දෙනව.
අපට වැඩිහිටියන් වශයෙන්,අපට වැඩිහිටියන් වශයෙන්
සොයා බලා ඉදිරිපත් කළාට ස්තුතියි,සොයා බලා ඉදිරිපත් කළාට ස්තුතියි
රජතුමා විසින් මහාස්ථූපයට වෙන්කරන ලද්දේ ය,රජතුමා විසින් මහාස්ථූපයට වෙන් කරන ලද්දේ ය.
මෙහි අදත් ඉර සේවය බැලීම සඳහා,මෙහි අදත් ඉර සේවය බැලීම සඳහා
එක පන්සලක් වත් නැති නිසා වෙන්නැති,එක පන්සලක් වත් නැති නිසා වෙන්නැති
නමුත් එය ජාවාරම්කාරයින්,නමුත් එය ජාවාරම්කාරයින්
සතුටු වෙන්න,සතුටු වෙන්න
එතරම් ම ස්වයංපෝෂිත අඩවියක්.,එතරම් ස්වයංපෝෂිත අඩවියක්
ආනන්ද හිමියන්ට පැවසූ බව සඳහන් ය.,ආනන්ද හිමියන්ට පැවසූ බව සඳහන්ය.
හැමෝම මගේ ගෝලයෝ බව,හැමෝම මගේ ගෝලයෝ බව
මේ කරුණු පහෙන්,මේ කරුණු පහෙන්
ඒත් සිද්ධ වෙන දේ දිහා බැලුවා ම,ඒත් සිද්ද වෙන දේ දිහා බැලුවාම
අවසානය දකින්න බැරි උනත්,අවසානය දකින්න බැරි උනත්
ලස්සන ම මියුසික් තියන සුපිරි ගණයේ සින්දුවක්,ලස්සනම මියුසික් තියෙන සුපිරි ගනී සින්දුවක්
එහෙම නොවන කෙනෙක්ට,එහෙම නොවන කෙනෙක්ට
හදාගත්තු සංකල්පයක්.,හදාගත්තු සංකල්පයක්.
එම අනවබෝධය දුරුකිරීමට,එම අනවබෝධය දුරු කිරීමට
ඔබ අවිනීත යමක් පැවසීමට සැරසෙනවා,ඔබ අවිනීත යමක් පැවසීමට සැරසෙනවා.
හිස් මිනිසුන් වශයෙන් මිය යන,හිස් මිනිසුන් වශයෙන් මිය යන
සුවිශේෂී වන්නේය.,සුවිශේෂී වන්නේ ය.
අනිත් ඒවා කොහොම වෙතත්,අනිත් ඒවා කොහොම වෙතත්
කැමතිනම් බොන්න කියල හරියන්නෙ නෑ.,කැමතිනම් බොන්න කියල හරියන්නෙ නෑ.
නැවත ගැඹුරු කළා.,නැවත ගැඹුරු කළා.
නොසතුටු වෙයි.,නොසතුටු වෙයි.
සුළි කුනාටුවකට අහුවෙලා,සුළි කුනාටුවකට අහුවෙලා
තුරු මම සමුගන්නම්,තුරු මම සමුගන්නම්
සංසාර ගමන යන්න,සංසාර ගමන යන්නට
නළුවා පැමිණෙයි,නළුවා පැමිණෙයි
තියෙන අමාරුව.,තියෙන අමාරුව.
ස්තුතියි යාළුවා,ස්තුතියි යාලුවා
අපේ රටේ ගොඩක් දේශප්‍රේමියො කියන අය,අපේ රටේ ගොඩක් දේශප්‍රේමියො කියන අය
කෑම සොයාගෙන යනවා.,කෑම සොයාගෙන යනවා.
ඉඩම නීත්‍යානුකූල ව නොව,ඉඩම නීති අනුකූල නොයා
තියෙන ඒවා තෝරා දෙන්නේ මගේ තාත්තා,තියෙන ඒවා තෝරා දෙන්නේ මගේ තාත්තා.
ගන්න පඩිය ගැන නෙවෙයි නේ,ගන්න පඩිය ගැන නෙවෙයිනේ.
තියෙන්නේ අවබෝධයක් නැති කමයි.,තියෙන්නේ අවබෝධයක් නැති කමයි.
හැබැයි මේ විදියට යොමු කළ බව,හැබැයි මේ විදිහට යොමු කළ බව
බාහිරින් ඉගෙනගත් දැනුම පිළිගත් නිසා නො වේ ද?,බාහිරින් ඉගෙන ගත් දැනුම පිළිගත් නිසා නොවේද?
අඩෝ ඇනෝ,අඩෝ ඇනෝ
එහෙම වුණා නම්,එහෙම වුනා නම්
නායකයින් රජවීම සඳහා නොව,නායකයින් රජවීම සඳහා නොව
තම සිත තුළ පවතින,තම සිත තුළ පවතින
සිංහල බෞද්ධ කම සහ,සිංහල බෞද්ධ කම සහ
ඔයත් උත්සහ කරලා බලන්න.,ඔයත් උත්සහ කරලා බලන්න.
"එනම්, මෙහි කතා නායකයා","එනම්, මෙහි කතා නායකයා"
සාරවත් පස සෝදා පාළු වී යාමට ඉඩ ඇත.,සාරවත් පස සෝදා පාළු වී යාමට ඉඩ ඇත.
ඇහැළියගොඩ පොලිස් ස්ථානාධිපති ව,ඇහැළියගොඩ පොලිස් ස්ථානාධිපතිව
අනූව දශකයේ හිංදි සිංදු බොහොමයක්,අනූව දශකයේ හින්දි සින්දු බොහොමයක්
එබඳු ස්මාරක වේ.,එබඳු ස්මාරක වේ.
මෙය ඉතා ම අගනා ප්‍රවණතාවයකි.,මෙය ඉතාම අගනා ප්‍රවණතාවයකි.
පිරිකර පූජා කළ අවස්ථාව,පිරිකර පූජා කළ අවස්ථාව
"""හිඳීවි කොතැනක හෝ",හිඳී වී කොතැනක හෝ
නමුත් එම කාලයේ දී,නමුත් එම කාලයේදී
අප එදා ඔවුන් සමග එක් ව,අප එදා ඔවුන් සමග එක්ව
වැසි වළාකුළු වැන්න.,වැසි වළාකුළු වැන්න.
කථාව ඉවර වෙන්න,කතාව ඉවර වෙන්න.
නිරන්තරයෙන් ම සිද්ධවෙනවා,නිරන්තරයෙන්ම සිද්ධවෙනවා.
කරන්නෙත් නැහැ.,කරන්නෙත් නැහැ.
ආදරේ නැති තැනක ඉන්නවට වඩා ආදරේ තියෙන තැනක ඉන්න එක හොඳයි,ආදරේ නැති තැනක ඉන්නවට වඩා ආදරේ තියෙන තැනක ඉන්න එක හොඳයි.
එක ගණන ගන්නේ නැති ව පාගාගෙන ගියා ම වෙන්නේ මොකක්ද?,ඒක ගණන ගන්නේ නැතුව පාගාගෙන ගියාම වෙන්නේ මොකක්ද?
අද ලංකාවේ රෝහණ විජේවීර කරන කිසි බලපෑමක් නැහැ,අද ලංකාවේ රෝහණ විජේවීර කරන කිසි බලපෑමක් නෑ.
සිදු වෙන් නැහැ,සිදු වෙන් නැහැ.
හරිනම් ඔයා නෙවි,හරිනම් ඔයා නෙවෙයි
බලාපොරොත්තු වූ කරුණක් ඉටු කර ගැනීමට යාමෙන්,බලාපොරොත්තු වූ කරුණක් ඉටු කර ගැනීමට යාමෙන්
ඔබට මගේ,ඔබට මගේ
ගෙනියන්න සුදානම් කරන්න ඇති,ගෙනියන්නම් සූදානම් කරන්න ඇති.
තේරුම් ගතයුතු දෙයක් ඇත,තේරුම් ගත යුතු දෙයක් ඇත.
සැබෑ අයවැයට පිටින්,සැබෑ අයවැයට පිටින්
වෙනත් විවිධ දේ සම්බන්ධ ව ද,වෙනත් විවිධ දේ සම්බන්ධව ද
එදා නොතිබූ දෑ සියල්ල මෑවෙනවා,එදා නොතිබූ දැන් සියල්ල මෑවෙනවා
මේ මනුස්ස ලෝකයේ සියක් අවුරුදු ජීවත් වෙනවා,මේ මනුස්ස ලෝකයේ සියක් අවුරුදු ජීවත් වෙනවා.
නැවත මෙම බ්ලොග් සටහනේ,නැවත මෙම බ්ලොග් සටහනේ
හරි ගියා.,හරි ගියා.
සබ් වලට ම වෙවා!,සබ් වලටම වේවා
කොටින්ට උදව් කරන්න නෙමෙයි,කොටින්ට උදව් කරන්න නෙමෙයි.
දේශනා කරන්නෙ නැහැනෙ.,දේශනා කරන්නේ නැහැනේ.
නමුත් ඔහුට ජීවිතයේ හොඳ මිනිස්සුත් හමුවුණා.,නමුත් ඔහුට ජීවිතයේ හොඳ මිනිස්සුත් හමුවුණා.
හැබැයි පැය විසි හතරෙදි ම,හැබැයි පැය විසි හතරෙදිම
එවක යුද හමුදාපතිවරයා වුයේ,එවක යුධ හමුදාප්තිවරයා වූයේ
මේ අසිරිමත් අවස්ථාව දැක ගැනීමට,මේ අසිරිමත් අවස්ථාව දැක ගැනීමට
හඳත් නින්දට ගියා,හදත් නින්දට ගියා.
කර්මාන්ත ශාලාව රැක ගැනීමට කටයුතු කිරීම ය,කර්මාන්ත ශාලාව රැක ගැනීමට කටයුතු කිරීමය
අපි ඉතිහාසයෙන් අතුගෑවිලා යයිද?,අපි ඉතිහාසයෙන් අතුගෑවිලා යයිද
ඇසළ පුන් පෝ දිනයේ දී ය.,ඇසළ පුන් පෝ දිනයේදීය.
සමාජයේ බොහෝ යුතුකම් ඉටුවනවා.,සමාජයේ බොහෝ යුතුකම් ඉටුවෙනවා.
එක් නමක් රෝපණය කර ඇත,එක නමක් රෝපණය කර ඇත
මේ කතා සමයත් ඉවරයි,මේ කතා සමයත් ඉවරයි.
පුරුදුවන්න යැයි,පුරුදු වන්න යැයි
තැන්පත් කරන දෙන්න.,තැන්පත් කරන දෙන්න
අහ් මේ ගීතයත්,අහ් මේ ගීතයත්
විද්වත්හු සළකති.,විද්වත්හු සළකති.
ආහාර අලෙවි කරනවා.,ආහාර අලෙවි කරනවා.
මම පාසල් මට්ටමින් තිබුණ,මම පාසල් මට්ටමින් තිබුණා.
අමාත්‍යවරයා අවංක ව කල්පනා කරන දේ,අමාත්‍යවරයා අවංකව කල්පනා කරන දේ
ඔය මල් කතන්දර එකක් කියෙව්ව ම,ඔය මල් කතන්දර එකක් කියෙව්වම
ලැබීමේ අයිතිවාසිකම නො වේ,ලැබීමේ අයිතිවාසිකම නොවේ.
දැකීමට උත්සාහ ගන්න.,දැකීමට උත්සාහ ගන්න.
එනම් ඔබේ ජංගම දුරකථනයේ,එනම් ඔබේ ජංගම දුරකථනයේ
එතැන දී ප්‍රවීණයෝවත් නවකයෝවත් ප්‍රතික්ෂේප වීමක් සිදුවන්නේ නැහැ,එතැනදී ප්‍රවීණයෝවත් නවකයෝවත් ප්‍රතික්ෂේප වීමක් සිදුවන්නේ නැහැ
ඡන්දය ප්‍රකාශ කර ඇතැයි වාර්තාකරුවෝ කියා සිටිති,ඡන්දය ප්‍රකාශ කර ඇතැයි වාර්තාකරුවෝ කියා සිටිති
ඒක ලොකු අඩුවක්නේ.,ඒක ලොකු අඩුවක්නෙ
දෙන එක කියලා .,දෙන එක කියලා.
ලංකාවේ හමුදාව වන් මෑන් නපුන්ෂක හමුදාවක් කියලද?,ලංකාවේ හමුදාවන් මෑන් නපුන්ෂක හමුදාවක් කියලද?
සල්ලි ඇති යට පමණයි,සල්ලි ඇති යට පමණයි
එමෙන් ම ඉදිරියේ දී ද,එමෙන්ම ඉදිරියේදී ද
සම්පුර්ණයෙන් ම වාගේ අත්පත්කරගෙන තිබුණා,සම්පූර්ණයෙන්ම වාගේ අත්පත් කරගෙන තිබුණා
මනස ධර්ම ස්කන්ධයෙන් පුරවාගෙන,මනස ධර්ම ස්කන්ධයෙන් පුරවාගෙන
සිංහලයෝ පවත්වාගෙන එති,සිංහලයෝ පවත්වාගෙන එති
ප්‍රාථමික සමාජයට මුන්ව දක්කන්න ඕනේ.,රාත්‍යමික සමාජයට මුංව දක්වන්න ඕනෙ.
ඉන්දියානු මහ මැතිවරණය,ඉන්දියානු මහ මැතිවරණය
මිරිස් එහෙම යොදලා පැහෙන තෙලට දානවා,මිරිස් එහෙම යොදලා පැහෙන තෙලට දානවා.
ඔබ එම ශිෂ්‍යාවගේ,ඔබ එම ශිෂ්‍යාවගේ
අලින්ගේ ස්වභාවික හැසිරීම්,අලින්ගේ ස්වභාවික හැසිරීම්
එම චාරිත්‍ර හා වාරිත්‍ර,එම චාරිත්‍ර හා වාරිත්‍ර
නමුත් අධ්‍යාපනය යනු,නමුත් අධ්‍යාපනය යනු
ලග්නගත කුජ ද එඩිතරකම ගෞරවය රැකදෙයි.,ලග්නගත කුජ ද එඩිතරකම ගෞරවය රැකදෙයි.
කිසිම ආගමකට,කිසිම ආගමකට
තේරෙන උදාහරණයක් ගත්තොත්,තේරෙන උදාහරණයක් ගත්තොත්
සැම්සන් මහත්තයගේ,සැම්සන් මහත්තයගේ
අයියයි මමයි එක ගමේ ඈයෝ,අයියයි මමයි එක ගමේ ඈයෝ
එයට එරෙහි ව නැගී සිටින,එයට එරෙහිව නැඟී සිටින
මෙම කාලගුණයත් සමග නුවර අවට ජලාශ සියල්ල සිඳී ගොස් ඇති බව අපට දැන ගන්නට ලැබුණා.,මෙම කාලගුණයත් සමග නුවර අවට ජලාශ සියල්ල සිඳී ගොස් ඇති බව අපට දැන ගන්නට ලැබුණා.
එක් කුඩා ගසක පලක් ප්‍රමාණයක් දැකිය හැකි ය,එක් කුඩා ගසක පළක් ප්‍රමාණයක් දැකිය හැකිය
දින සියයකට වැඩි කාලයක්,දින සියයකට වැඩි කාලයක්
තීරු ක්‍රමය මත චිත්‍ර ඇඳීම යොදාගෙන තිබේ.,තීරු ක්‍රමය මත චිත්‍ර ඇඳීම යොදාගෙන තිබේ.
රෑ දනියෙල් දවල් මිගෙල් වැඩක් තමා කරන්නේ,රෑදැනියල් දවල් මිගෙල් වැඩක් තමා කරන්නේ
එම සළඹ ලැබුණු ආකාරය ද,එම සලබ ලැබුණු ආකාරයද
පසු අස්වනු සුරැකීම සඳහා ද අවශ්‍ය සහයෝගය ලැබේ,පසුවස් වනු සුරැකීම සඳහා ද අවශ්‍ය සහයෝගය ලැබේ.
පිරිත් දේශනාවේදි,පිරිත් දේශනාවේ දී
ඔයවගේ කිරෙන් බාල වුන අම්මටත්,ඔය වගේ කිරෙන් බාල වුන අම්මටත්
ඔහු කල්පනා කරනවා,ඔහු කල්පනා කරනවා.
චරිතය කිළිටි කර ගත් කිසිදු අවස්ථාවක් නැත.,චරිතය කිලිටි කරගත් කිසිදු අවස්ථාවක් නැත.
අසන්නන් වෙනුවෙන් ඇසීමට තියෙන,අසන්නන් වෙනුවෙන් ඇසීමට තියෙන
අන්තිමේදි අපිට අල්ලා ගන්න පුළුවන් වුණේ,අන්තිමේදි අපිට අල්ලා ගන්න පුළුවන් වුණේ
කටපුරා කිවහැකි නිෂ්පාදනයක්,කටපුරා කිව හැකි නිෂ්පාදනයක්
බෞද්ධ වත් පිළිවෙත් මැනවින් අවබෝධ කරවයි.,බෞද්ධ වත් පිළිවෙත් මැනවින් අවබෝධ කරවයි.
මගේ කටේ පස් නේද?,මගේ කටේ පස් නේද?
එකතු වෙලා හැකි යමක් කරමු,එකතුවෙලා හැකි යමක් කරමු
එයාලා හොඳ අඩිතාලමක්,එයාලා හොඳ අඩිතාලමක්
එතකොට යස කුලපුත්‍රයා කල්පනා කළා,එතකොට යස කුලපුත්‍රයා කල්පනා කළා
අපි මේවා බුරුලට අල්ලන් ඉන්නේ,අපි මේවා බුරුලට අල්ලන් ඉන්නේ
අද සමාජ ආර්ථික අස්ථාවරත්වය නිසා,අද සමාජ ආර්ථික අස්ථාවරත්වය නිසා
අද තමයි බාන්නේ,අද තමයි බාන්නේ
ජීවිත කාලය ඇතුලත,ජීවිත කාලය ඇතුළත
මට තවම සම්මාන ලැබෙනවා,මට තවම සම්මාන ලැබෙනවා
යටත් නිලධාරියට කනේ පාරකුත් දීල,යටත් නිලධාරියාට කනේ පාරකුත් දීලා
එම සිද්ධියෙන් කිසිවෙකුට තුවාල සිදු වී,එම සිද්ධියෙන් කිසිවෙකුට තුවාල සිදුවී
ඒකට මොකද මේකෙන්,ඒකට මොකද මේකෙන්
ගාල්ල ප්‍රධාන මහේත්‍රාත් යූ.එස් කලංසූරිය මහතා නියෝග කර තිබිණ,ගාල්ල ප්‍රධාන මහේශ්‍රාත් යූ.එස් කල්ලන්සූරිය මහතා නියෝග කර තිබිණි.
දැඩිකොට අල්ලාගෙන ජීවත්වෙයි.,දැඩිකොට අල්ලාගෙන ජීවත්වෙයි.
අවසන් කාලයේ දී,අවසන් කාලයේදී
අපි ලංකාවේ හෙළ යුගය ගැන,අපි ලංකාවේ හෙළ යුගය ගැන
නිවැරදි කිරීමට කැමැත්තෙමි,නිවැරැදි කිරීමට කැමැත්තෙමි.
අගමැති ඩේවිඩ් කැමරන්ගේ අතට,අගමැති ඩේවිඩ් කැමරන්ගේ අතට
ඒ අශ්වයන්ට දෙන්න ගෙනාපු,ඒ අශ්වයන්ට දෙන්න ගෙනාපු
මොකද මේ කතාවේ,මොකද මේ කතාවේ
සම ව පැතිර වූ මවක,සමව පැතිර වූ මවක
එම සටනට හේතු වූ මැණික් පුටුව,එම සටනට හේතුවූ මැණික් පුටුව
නැවත වුවමනා වුණා.,නැවත වුවමනා වුණා.
මෙයා කලානම් නානවා,මෙයා කලානම් නානවා
මිනිසාගේ සංවරය,මිනිසා ගේ සංවරය
අප්‍රසාදයක් ද ඉංග්‍රීසීන් කෙරෙහි ඇති විය,අප්‍රසාදයක් ද ඉංග්‍රීසීන් කෙරෙහි ඇති විය
එමෙන් ම මෙය දෙමහල් ගොඩනැඟිල්ලක උසකින් සමන්විත ය,එමෙන්ම මෙය දෙමහල් ගොඩනැඟිල්ලක උසකින් සමන්විතය
අපි හොඳට ම දන්නව නේ,අපි හොඳටම දන්නවනේ
බෞද්ධ භික්ෂූන්ගෙන්වත් අපට දකින්නට ලැබුණේ නැත,බෞද්ධ භික්ෂූන්ගෙන්වත් අපට දකින්නට ලැබුණේ නැත.
එනම් රයිනෝසිරස්ගේ කකුල් සැදී ඇති ආකාරයට ම ය,එනම් රයිනෝසිරස්ගේ කකුල් සැදී ඇති ආකාරයටමය
අනුන් ලවා මේක කරන්න බැහැ.,අනුන් ලවා මේක කරන්න බැහැ.
යට මහලේ ඉඳලා ම දොරවල් වසමින්,යට මහලේ ඉඳලාම දොරවල් වසමින්
අපතේ යාමට,අපතේ යාමට
ස්වභාවයෙන් ගත් කළ,ස්වභාවයෙන් ගත් කළ
සැරියුත් මහ රහතන් වහන්සේ පසු පසින් ගමන් කළා.,සැරියුත් මහ රහතන් වහන්සේ පසු පසින් ගමන් කළා.
නලින්ද සිල්වා ඇදුරු තුමා මේ,නලින්ද සිල්වා ඇඳුරුතුමා මේ
අත්හදා බැලීමට,අත්හදා බැලීමට
බුදු දහම සුරැකීම,බුදු දහම සුරැකීම
ඒකට කතෝලික ක්‍රිස්තියානි වෙන්න ම,ඒකට කතෝලික ක්‍රිස්තියානි වෙන්නම
ඒවා පුවත්පත් පිටු,ඒවා පුවත්පත් පිටු
හැබැයි ගෙදරින් මෙන් ම ඉස්කෝලෙන් ද,හැබැයි ගෙදරින් මෙන්ම ඉස්කෝලෙන්ද
කරදර වෙන්න ඕනෙ නෑ.,කරදර වෙන්න ඕනේ නෑ.
"මලු මාලා පැළඳීම්,","මලු මාලා පැළඳීම්,"
සාමාන්‍ය තත්ත්වයට පත් කරන්න.,සාමාන්‍ය තත්ත්වයට පත් කරන්න
ප්‍රතිනිෂ්පාදනය වන දෘෂ්ඨිවාද,ප්‍රතිනිෂ්පාදනය වන දෘෂ්ටිවාද
සිංහ ව්‍යාපාරික කටයුතුවල,සිංහ ව්‍යාපාරික කටයුතුවල
ඊට වඩා වෙනස් තැනකට.,ඊට වඩා වෙනස් තැනකට.
විශේෂ අධිගමනයට පැමිණි ඔවුන්,විශේෂ අධිගමනයට පැමිණි ඔවුන්
බුදුරජාණන් වහන්සේගේ සිල් සුවඳ,බුදුරජාණන් වහන්සේගේ සිල් සුවඳ
ඇති කරනු ලබන බලපෑම විය.,ඇති කරනු ලබන බලපෑම විය.
දැනට දින හැත්තෑපහකට වඩා ඉක්මගොස් තිබේ,දැනට දින හැත්තෑපහකට වඩා ඉක්මගොස් තිබේ.
එක් කණ්ඩායමක් කොරියන් ද අනෙක් කණ්ඩායම චීන ද වේ,එක් කණ්ඩායමක් කොරියන්ද අනෙක් කණ්ඩායම චිනද වේ
රූමස්සල කන්දේ බෙහෙත් ඔසුවලින්,රූමස්සල කන්දේ බෙහෙත් ඔසුවලින්
එමෙන් ම අළු යට සැගවුණු,එමෙන්ම අළු යට සැඟවුණු
තැන්ක්ස් මතක් කරලා දුන්නට,තැන්ක්ස් මතක් කරලා දුන්නට
බලාගෙන හිටියා.,බලාගෙන හිටියා.
කෝටිපති ව්‍යාපාරිකයෙකි.,කෝටිපති ව්‍යාපාරිකයෙකි.
පියුන් කමටවත් සුදුසු නැත,පියුන් කමටවත් සුදුසු නැත.
එහෙම බැලුවොත්,එහෙම බැලුවොත්
ඒවා යොදපු අයට අයිතියි.,ඒවා යොදපු අයට අයිතියි
සෞඛ්‍ය මධ්‍යස්ථාන සියල්ල,සෞඛ්‍ය මධ්‍යස්ථාන සියල්ල
මටත් උපරිම සහයෝගය දුන්නා,මටත් උපරිම සහයෝගය දුන්නා
එහි ගොවීන් කීපදෙනෙකු වී වැපිරීමේ යෙදී සිටියහ,එහි ගොවීන් කීපදෙනෙකු වී වැපිරීමේ යෙදී සිටියහ.
අට පිරිසක් විසින් ඉල්ලීම් කර ඇත.,අට පිරිසක් විසින් ඉන්නීම් කර ඇත.
සුපිරි සටන් හැකියාවක් සහිත නිළියක්,සුපිරි සටන් හැකියාවක් සහිත නිළියක්
සංවිධාන ආධාර කළ අතර,සංවිධාන ආධාර කළ අතර
මේව බලාගෙන ඉන්න බැහැ .ඉන්නෙත් නැහැ.,මේවා බලාගෙන ඉන්න බෑ ඉන්නෙත් නැහැ.
මෙහෙ ම හරි තියෙන එක ලොකු දෙයක්,මෙහෙම හරි තියෙන එක ලොකු දෙයක්.
පළමු අරමුණ.,පළමු අරමුණ
උන්ගේ සියලූ රාජකාරි සියතින්,උන්ගේ සියලු රාජකාරි සියතින්
එක්සත් භික්‍ෂු පෙරමුණේ,එක්සත් භික්‍ෂු පෙරමුණේ
අන් මත නොයිවසීමෙන් බෑහෑර කරන්නේ?,අන්මත නොඉවසීමෙන් බැහැ ඇර කරන්නේ
