reference,prediction
අන්ජන් තමන්ගේ ක්‍රමයට අභීට උදව් කරනවා,අංජන් තමන්ගේ ක්‍රමයට අභීට උදව් කරනවා
බුද්ධිමත් තරුණ පරපුරක් අපේ රටට නැතිවී ම පමණයි.,බුද්ධිමත් තොරණ තරපරක් අපේ රට නැති වීම පමණයි.
ගොඩනැඟෙන සන්නිවේදන ජාලාව,ගොඩනැඟෙන සන්නිවේදන ජාලාව
ඔබේ අධ්‍යාපන කටයුතු,ඔබේ අධ්‍යාපන කටයුතු
මේ නිසා ධනය ලබා ගැනීමට,මිනිසා ධනය ලබා ගැනීමට
එම වෙනස නැවතත්,එම වෙනස නැවතත්
උන් වහන්සේ විටින් විට,උන්වහන්සේ විටින් විට
එනම් ගෑබ් ගබ්සාව,එනම් ගැබ් ගබ්සාව
අපි බොහෝ දෙනෙකුට ඒකෙන් සෑහෙන්න පුළුවන්,අපි බොහෝ දෙනෙකුට ඒකෙන් සෑහෙන්න පුළුවන්
ගුවන් විදුලි තරංග වැනි,ගුවන් විදුලිය තරංග වැනි
විවරණයක් ලබා දී ඇති නිසා ඒ ගැන ලියන්නේ නෑ.,විවරණයක් ලබා දී ඇති නිසා ඒ ගැන ලියන්නේ නෑ.
මුරගල කිසිදු කැටයමකින් තොරය.,මුරගල කිසිදු කැටැම්මකින් තොරය.
සත්පුරුෂ ආශ්‍රයෙන් චතුරාර්ය සත්‍යය ධර්මය අසන්නට ලැබෙනවා,සත්පුරුෂ ආශ්‍රයෙන් සතුරාර්ය සත්‍යය දාමය අසන්නට ලැබෙනවා.
සියල්ලන්ගෙන් සපිරි දිවියක් ගත කළ නොහැක.,සියල්ලන්ගෙන් සපිරි දිවියක් ගත කළ නොහැක.
මේ ඓතිහාසික සිද්ධිය වඩා විචිත්‍රවත් කරයි.,මේ ඓතිහාසික සිද්ධිය වඩාත් විච්චරවත් කරයි.
මනා සංවරයෙන් යුතු භික්ෂුන් වහන්සේ නමක් ලෙසයි,මනා සංවරයෙන් යුතු බිම් වහන්සේ නමක් ලෙසයි
මේ වනවිට අල්ලස් කියන දේ ගත්තොත්,මේ වනවිට අල්ලස් කියන දේ ගත්තොත්
එමෙන් ම දන්දීමෙහි ආනිශංස පිළිබඳ,එමෙන් ම දන් දීමෙහි ආනිශංස පිළිබඳ
මොකක් ද උඹලට තියෙන ප්‍රශ්නය.,මොකද්ද උඹලට තියෙන ප්‍රශ්නේ.
ඒකට කරන්නේ මොකද්ද කියලා හිතන්නෙ.,ඒකට කරන්නෙ මොකක් ද කියල හිතන්නෙ
අච්චර ජන සන්නිපාතයක් සිටියද,අච්චර ජන සන්නිපාතයක් සිටියද
පරම ආයුෂ බුක්ති විඳීමට,පරම ආර්ශ භුක්ති විඳීමට
මංගල ශ්වේත රාත්‍රිය පැවැත්වුණා.,මංගල ශ්‍රේත රාත්‍රිය පැවැත්වුණා.
ඉළ ඇට කැබැල්ලක් මුලින් ම සොයා ගත්,ඉල ඇට කැබැල්ලක් මුලින් ම සොයාගත්
ඉක්මණට කරන්න බැහැ කියල බොරුකියනවා,ඉක්මනට කරන්න බැහැ කියලා බොරු කියනවා
හයවෙනි වසර ගත වෙන්නේ කොහොම ද කියලා තමා,රයවෙනි වසර ගත වෙන්නේ කොහොම ද කියලා තමා
යුරෝපීය පඬිවරයන් අභිවාදනය කරන අප රට,යුරෝපීය පඬිවරයන් අභිවාදනය කරන අප රට
මේකට සිංහල උපසිරැසි තිබුණේ,මේකට සිංහල උපසිරැසි තිබුණේ
එතරම් වේගයෙන් තම තමන්ගේ පණ බේරාගෙන,එතරම් වේගයෙන් තම තමන්ගේ පණ බේරාගෙන
මේක ගැන කියනවා,මේක ගැන කියනවා
මේ අඩවියේ නම්.,මේ අඩවියේ නම්.
මන්ත්‍රීවරයා මේ බව සඳහන් කළේ ය,මන්ත්‍රීවරයා මේ බව සඳහන් කළේය.
දුවන්නට වුණා.,දුවන්නට වුණා.
දකුණේ අපිට තීන්දු තීරණ ගැනීමට,දකුණේ අපිට තීන්දු තීරණ ගැනීමට
ආදි වාසීන් සහභාගි වන,ආදි වාසීන් සහභාගී වන
ඒ වගේ වෙලාවල්වල අහපු කියපු කතා,ඒ වගේ වෙලාවල ලහපු කියපු කතා
ගිහි සමාජයෙන් ලද වරප්‍රසාද,ගී සමාජයෙන් ලද වනප්‍රසාද
කෙරුමො උනේ.,කෙරුමා වුණේ
මේකට බොහොම ස්තුතියි නැවතත්,මේකට බොහොම ස්තූතියි නැවතත්
එතන කරන්නෙ හාමුදුරුවරු කියල කියාගන්න කට්ටියක්ව,එතන කරන්නේ හාමුදුරුවරු කියල කියාගන්න කට්ටියක්ව
පිළිපැදීමටත් හැකි වන්නේ සංඝයා ආශ්‍රය කිරීමෙනි.,පිළිපැදීමටත් හැකියවන්නේ සංඝයා ආශ්‍රය කිරීමෙනි.
ටියුෂන් ගුරුවරු අනුගමනය කරනවා.,ටියුෂන් ගුරුවරු අනුගමනය කරනවා.
අන් සියලු පැනවලට පිළිතුරු දෙමින්,අන් සියලු පැනවලට පිළිතුරු දෙමින්
බුදුන් වහන්සේගේ රූපය,බුදුන් වහන්සේගේ රූපය
මොන ආකාරයෙන් විකෘති කර ලියුවත්,මොන ආකාරයෙන් විකෘතිකර ලියුවත්
ප්‍රාචීන අධ්‍යාපනය නැවත නඟා සිටු වී ම පිළිබඳ ව,ප්‍රාචීන අධ්‍යාපනය නැවත නඟා සිටු වී ම පිළිබඳ ව
ටියුෂන් ගුරුවරු අනුගමනය කරනවා.,ටියුෂන් ගුරුවරු අනුගමනය කරනවා.
ඉස්සර වගේ අද මේ පිළිබඳ බැරෑරුම් විචාරයක් නෑ,ඉස්සර වගේ අද මේ පිළිබඳ බැරාරුම් විචාරයක් නෑ
පැවිද්දන් නොහඳුනන,පැවිද්දක් නොහාදුන්නන්
කාලිංග ජංගම දුරකථන තාක්ෂණය ගැන,කාලිංග ජංගම දුරකථන තාක්ෂණය ගැහ
මා හට සාධාරණ කේන්තියක් ඇති විය,මා හට සාධාරණ කේන්තියක් ඇති විය
මෙරට සංස්කෘතිය නව මඟකට යොමුකළ,මෙරට සංස්කෘතිය නව මගකට එහුම කළ
එය පිළිගත් බුදුරජාණන් වහන්සේ,ඒ පිළිගත් බුදුරජාණන් වහන්සේ
රටේ ප්‍රජාතන්ත්‍රවාදයේ තත්ත්වයත් එහෙමමයි.,රටේ ප්‍රතිංත්‍රවාදී තත්ත්වයත් එහෙමවයි.
අපේ රටේ වැඩකරන ජනතාව,අපේ රටේ වැඩකරන ජනතාව
අපේ පන්තිය තාම පොඩි නිසා,අපේ පන්තිය තාම පොඩි නිසා
බුදුවරුන්ගේ පහළවීමෙන්,බුදුවරුන්ගේ පහළවීමෙන්
ගොන්හරක් රංචුවක් තර්ක විතර්ක කරන හැටි දැක්ක ම,ගොන් හරක් රංචුවක් තර්ක විතර්ක කරන හැටි දැක්ක ම
වෙන්න ඇති නේද?,වෙන්න ඇති නේද?
මහියංගණ දාගැබ විශාල කිරීම ද,මහියංගන දාගැබ විශාල කිරීම ද
මූල්‍ය හා ද්‍රව්‍ය සම්පත් ද ලැබේ.,මූල්‍ය හා ද්‍රව්‍ය සම්පත් ද ලැබේ.
තවම පුරාවිද්‍යා බලධාරීන්ගේ අවධානය,තවම පුරාවිද්‍යා බලධාරීන්ගේ අවධානය
හැම දේ දිහා ම බැලුවා ම,හැමදේ දිහා ම බැලුවා ම
තැන්කූ බයිස්කෝප් බාලම බලමු නේද,තැන්ක් යු බයිස්කෝප් බාලම බලමු නේද?
මේ ගැන දැක්කේ.,මේ ගැන දැක්කේ.
ඔවුහු යළිත් ජීවිතය සොයන්නට පටන් ගත්හ,ඔවුහු යළිත් ජීවිතය සොයන්නට පටන් ගත්හ.
කියල දැන දැනත් අහවල් දෙයකට ද,කියල දැන දැනත් අහවල් දෙයකටද?
විශාල අවධානයක් යොමුකර ඇති බව පෙනේ.,විශාල අවධානයක් යොමු කර ඇති බව පෙනේ.
චෛත්‍ය කර්මාන්තය කරවන්නට පටන් ගත්තේ ය.,චෛත්‍ය කර්මාන්තය කරවන්නට පටන් ගත්තේය.
මොකද අඩු ඡන්ද සංඛ්‍යාවකින් ලැබෙන,මොකද අඩුචන්ද සංඛ්‍යාවකින් ලැබෙන
කරට ගන්න සරම,කරට ගන්න සරම
වයෝවෘද්ධ ව සිටි අලි සංඛ්‍යාව,වයෝවෘද්ධ ව සිටි අලි සංඛ්‍යාව
එම විනාශ වූ දේවල් ගොඩනැගීම ගැන,එම විනාශ වූ දේවල් ගොඩනැගීම ගැන
මීට වඩා කතා කරන්න දෙයක් නැහැ,මීට වඩා කතා කරන්න දෙයක් නැහැ.
නමුත් ඊයෙ බණ අසද්දී,නමුත් ඊයෙ බණ අසද්දී
අද අපි දැන ගනිමු,අද අපි දැන ගනිමු
අබේසිංහ මුදියන්සේලාගේ ප්‍රසන්න තිලක් බණ්ඩාර අබේසිංහ .,අබේසිංහ මුදියන් සෙලාගේ පිසන්න තිලක් බණ්ඩාර අබේසිංහ
ත්‍රස්තවාදී විමර්ශන කොට්ඨාසයේ,ත්‍රස්තවාදී විමර්ශන කොට්ඨාශයේ
යම් වෙලාවක අපේ බෝධිසත්වයන් වහන්සේ ලුම්බිණි උයනෙහි උපන්නද?,යම් වෙලාවක අපේ බෝධි සත්වයන් වහන්සේ ලුම්බිණි උයනෙහි උපන්න ද
අපේ ළමා ගීත ජන කවි වගේ දේවල් නෙවේ,අපේ ළමා ගීත ජනකයි වගේ දේවල් නෙවෙයි
පුරවා ගත යුතුවේ.,පුරවාගත යුතුවේ.
ඒ කොටවන බලවේගවල,එය කොටවන බලවේගවල
එල්ලුම්ගහට තියා පොලිස් කූඩුවටවත් යවන්න.,ඉල්ලුම් ගහට තියා පොලිස් කූඩුවටවත් යවන්න
අනික අපි ගහමරාගෙන,අනික අපි ගහමරාගෙන
ඒත් කවදාවත් ලඟට දැකලා නැති නිසා,ඒත් කවදාවත් ළඟට දැකලා නෑ නිසා
එයින් සිදුවන්නේ,එයින් සිදුවන්නේ
වැදගත් වන්නේ බාහිර පෙනු ම ම යි.,වැදගත් වන්නේ බාහිර පෙනු මමයි.
අනිත් අය කැමති නොවන්නට ද ඉඩ ඇත.,අනිත් අය කැමතිනුවන්නට ද ඉඩ ඇත
සිරාවට ම මමත් ගොඩක් ආසයි,සිරාවට ම මත් ගොඩක් ආසයි.
එසේ අමතක කරන අයට,එසේ අමතක කරන අයට
පරිස්සමෙන් හෝදන්නේ හරියට රිදෙයි වගෙ,පරිස්සමයෙන් හෝදන්නේ හරියට රිදේ වගේ.
අවශෝෂණය කර ගැනීම,අවශෝෂණය කර ගැනීම
නිවුණු තැනැත්තියක විය යුතු ය.,නිවුණු තැනැත්තියක විය යුතු ය.
ඉන්දියාවේවත් එක තියෙනවද?,ඉන්දියාවෙ වත් එක තියෙනවද
එයින් ද කියැවෙන්නේ,එයින් ද කියැවෙන්නේ
මම මගේ කියමින්,මම මගය කියමින්
මේ ගස හෙළීමට නොහැකි විය.,මේ ගස හෙළීමට නොහැකි විය.
අයියෝ මිස්ටර් ඔහේට එපා වෙන්නේ නැද්ද,අයියෝ මිස්ට ඔහේට එපා වෙන්නේ නැද්ද?
පිරිමි දරුවා පුෂ්ටිමත් විය.,පිරිමි දරුවා පුෂ්ටිමත් විය.
ස්වභාවධර්ම න්‍යායයන් වෙත පවා යොමු කැරෙයි.,ස්වභාව ධර්ම ඥායන් වෙත පවා යොමු කැරෙයි.
හැත්තෑව දශකය මුල දී,තෑව දශකය මුල දී
පිරිමි දරුවෙකු ඒ සමඟ ම උපදියි.,පිරිමි දරුවෙකු එය සමග ම උපදියි.
මේ දුක නැතිකරන මඟ කියන ආර්ය සත්‍යය නොදත් නිසා ම යි.,මේ දුක නැති කරන මග කියන ආර්ය සත්‍යය නොදත් නිසාමයි.
වටිනා ස්වර්ණාභරණයෙන් විසිතුරු කර තිබේ.,වටිනා ස්වර්ණාභරණයෙන් විසතුරු කර තිබේ.
මේ මාර්ගවල වර්ග කිලෝමීටරයකට ගණන් හදනවා,මේ මාර්ගවල වර්ග කිලෝමීටරයකට ගණන් හදනවා
මොහු භෞතිකවාදී ඉගැන්වීම් දැරූවෙකි.,මොහු භෞතිකවාදී ඉගැන්වීම් දරුවෙකි.
අවුරුදු ගානකට පස්සේ,අවුරුදු ගානකට පස්සේ
මේ ඡායාරූපයෙහි වූයේ ගවයින්,මේ ඡායාරූපයෙහි වූයේ ගවයින්
කෙලින් තීරණ ගත් හොඳ පදනමක් තිබූ වියතෙක් විදියට,කෙලින් තීරණ ගත් හොඳ පදනමක් තිබූ වියතෙක් විදියට
අපරාදෙ කකාට තිබ්බෙ සල්ලි සල්ලි කියලා,අපරාදේ කකාට තිබ්බෙ සල්ලි සල්ලි කියලා
හොදම ක්‍රමය.,හොඳ ම ක්‍රමය
බයවෙන්න එපා.,වයවෙන්න එපා
ඇයි අවුල් ද,ඇයි අවුල් ද
අවන්හලේ ආදාය ම,අවන්හලේ ආදාය
දෙන අය නෑ බං,දෙන අය නෑ බන්
අලින්ගේ ස්වභාවික හැසිරීම්,අලින්ගේ ස්වභාවයෙන් ඇතිලියි.
අපේ ඉස්කෝලේ තමා,අපි ඉස්කෝලෙ තමා
ඒක නෙවේ කකා,ඒක නෙවේ කකා
උඹ වෙන ජාතියක වෙන ආගමක හොල්මනක් විය හැකි නිසා,උඹ වෙන ජාතියක වෙන ආගමක හොල්මනක් විය හැකි නිසා
අමාරු බව දැනගත පෙර සිටි,අමාරු බව දැනගත පෙර සිටි
තවත් පැනයක් ඔබේ අළුත් ජංගම දුරකථනයේ,තවත් පැනයක් ඔබේ අලුත් ජංගම දුරකථයේ
පොලිසියට නියෝග කළේය.,පොලිසියට නියෝග කළේය.
ඒත් මේ ලොකු භූමිකම්පාවෙන් පස්සේ,ඒත් මේ ලොකු භූමිකම්පාවෙන් පස්සේ
ශ්‍රී ලාංකිකයින් ඉදිරියේ නටන්න නෙවෙයි.,ශ්‍රී ලාංකිකයින් ඉදිරියේ නටන්න නෙවෙයි.
මිනිස්‌සුන්වයි බඩුයි බස්‌වල ලොරිවල දාගෙන යන එකත් අලුත් දෙයක්‌ නෙමෙයි.,මිනිස්‌සුන්වයි බඩුයි බස්‌වල ලොරිවල දාගෙන යන එකත් අලුත් දෙයක්‌ නෙමෙයි.
තිරුකේතීස්වරම් හිදී හමු වූ සමුහ මිනීවල,තියුකේ තිස්වරම් හිඳී හමු වූ සමුහ මිනීවල
දෙවැනි මුද්‍රණයකට යෑමට තරම් පාඨකයන්ගේ ප්‍රසාදයක්,දෙවැනි මුද්‍රණයකට යෑමට තරම් පාඨකයන්ගේ ප්‍රසාදයක්
ඉතා ස්වාධීන වූ කදිම සැලැස්මක් බිහිවිය.,ඉතිවා ස්වාධීන වූ කදිම සැලැස්මක් බිහි විය
මේව අහල තමයි,මේව අහල තමයි
සිතින් ඒ මළ සිරුරේ,සිතින් ඒ මළ ෆිරුරේ
එහෙව් තැනක ජීවත් වෙන නරුමයෝ,එහෙව් තැනක ජීවත් වෙන නරුමයෝ
කියන්නන් වාලේ කිව්වා.,කියන්නන් වාලේ කිව්වා.
ගොඩක් ශබ්දයේ ගුණාත්මක බව රැකුණා.,ගොඩක් ශබ්දයේ ගුණාත්මක බව රැකුණා.
වාසනාවක් තමයි.,වාසනාවක් තමයි.
දිසානායක මන්ත්‍රීවරයා තවදුරටත් පැවසී ය,දිසානායක මන්ත්‍රීවරයා තවදුරටත් පැවසීය.
පෙර බෞද්ධයාට,පෙර බෞද්ධයාට
ලෙස්බියන් එව්වො හරි හිටිය කියල,ලෙස්බියන් එව්වො හරි හිටිය කියල
කෝච්චියෙ යද්දි,කෝච්චිය යද්දි
පරාර්ථකාමී අධ්‍යාත්මික ගුණය,පරාර්ථකාමී අධ්‍යාත්මික ගුණය
ඉතා හොඳ මට්ටමක තියනව.,ඉතා හොඳ මට්ටමක තියෙනවා.
සිංහලයගේ බූදලේ කොටසක් වුණේ,සිංහලයාගේ බූදලය කොටසක් වුණේ
මොන කතාවක් ගැන ද,මොන කතාවත් ගැන ද
ආදිවාසීන්ගෙන් පැවත එන,ආදිවාසීන්ගෙන් පැවත එන
ඩෙනිම ටී ෂර්ට් එක ගහලා කූල් එකේ ඉන්නවා.,ගෙනි ම ටික් ෂට් එක ගහලා කූල් එකේ ඉන්නවා
පූජා කිරීම ආමිස දානය නම් වේ.,පූජා කිරීම ආමිස දානය නම් වේ.
වීසා ආදිය සූදානම් කර ගන්න ඕන,වීසා ආදිය සූදානම් කර ගන්න ඕන.
ලොකුම වැරැද්ද,ලොකුම වැරැද්ද.
සම්බන්ධයෙන් ඔවුන් දැනුවත් විය යුතු බවයි.,සම්බන්ධයෙන් ඔවුන් දැනුවත් විය යුතු බවයි.
සංසිඳීමක් නැති වී යාමක් සිදු නොවේ.,සංසිනීවක් නැති වී යාමක් සිදු නොවේ.
ශ්‍රම බලකායක් නිර්මාණය කිරීම සඳහායි,ශ්‍රම බලකායක් නිර්මාණය කිරීම සඳහායි.
අපමණ දාරක ස්නේහයෙනි.,අපමණ ධාරක ස්නේහිනි
දේශපාලන සම්ප්‍රදාය එයයි.,දේශපාලන සම්ප්‍රදාය එයයි.
ගොඩක් දේවල් අවුල් වෙන්න පුළුවන්,ගොඩක් දේවල් අවුල් වෙන්න පුළුවන්
වැලලී යන රසඥතාව පොඩියකින් හරි,වැලලි ගැන රසඥතාව පොඩියකින් හරි
අපේ ඉතිහාසයේ සඳහන් උන්මාද චිත්‍රා පුවත,අපේ ඉතිහාසය සඳහන් උන්මාද චිත්‍රාපුවට
අවශ්‍ය සියලූ පහසුකම් ද,අවශ්‍ය සියලු පහසුකම් ද
පඳුරක් මතට පැන ගත්තේ ය,පඳුරක් මතට පැන ගත්තේ ය
සංවාද ගත කිරීම,සංවාද ගත කිරීම
මේකේ එක බැලුවොත්,මේකෙ එක බැලුවොත්
ආයෙත් යන්න බැරිවයි මං උන්නෙ,ආයෙත් යන්න බැරිවයි මං උන්නෙ.
පවිටු සිතිවිලි නැති වූ තරමට,පවිටු සිතිවිලි නැති වූ තරමට
නවමු අරුණැල්ලක් ගෙනා,නවමු අරුණැල්ලක් ගෙනා
ඒත් අර බෙදීම මතක් වෙනකොට,ඒත් අර බෙදීම මතක් වෙනකොට
එකී සාහිත්‍ය ග්‍රන්ථයන්ය.,එකී සාහිත්‍ය ග්‍රන්ථයන්ය.
එහි ඉන්දියානු ශිල්පීන්,එහි ඉන්දියානු ශිල්පීන්
අන්තිම කොටස බලලා ඉවර උනාම,අන්තිම කොටස බලලා ඉවර වුනා ම
අපේ පුතා ඔය සිගරට් එකක්,අපේ පුතා ඔය සිගරට් එකක්
සිංහල හදනවා.,සිංහල හදනවා.
පොලීසියට දැන්වීමටවත්,පොලිසියට දැන්වීමටවත්
ඇත්තට ම පෑලියගොඩ ප්‍රදේශයේ දේශපාලනයට තරුණ තරුණියන් එකතු වුණේ මගේ දරුවා හින්දා.,ඇත්තට ම පෑලියකුට ප්‍රදේශයේ දේශපාලනයට තරුණ තරුණ එකතු වුණේ මගේ දරුවා ඉදන්.
මොකද වෙනස් වීම කියන එක,මොකද වෙනස් වීම කියන එක
අද පවා බුලත් විටක් කෑමට පෙර,අද පවා බුලත් විටක් කෑමට පෙර
ගුහසීව රජු සමඟ සටන් වැදීමට,ගුහසීව රජු සමඟ සටන් වැදීමට
පාවීමට පටන් ගත්තා.,පාවීමට පටන් ගත්තා.
ඉතිං මේ සිද්ධිය ගැන තව කතා කරලා,ඉතින් මේ සිද්ධිය ගැන තැනකත් කතා කරලා
ඒත් උන්ගෙන් සමහරක් .,ඒත් උන්ගෙන් සමහරක්
මොන වගේ ප්‍රශ්නයක් නිසා මෙහෙ ම වුණා ද,මොන වගේ ප්‍රශ්නයක් නිසා මෙහෙ ම වුණාද?
එලිවිටියේ සුමනසිරි හිමි වෙතින්,එලිවිටියේ සුමනස්සිරි හිමි වෙතින්
ඇත්තට ම පාවිච්චි නොකළේ ඇයි,ඇත්තට ම පාවිච්චි නොකළේ ඇයි?
නාථ දෙවියන් වෙතින් අන් ක්‍රමයකට සොයාගත්,නාථ දෙවියන් වෙතින් අන්කමයකට සොයාගත්
ඒ කොන්දේසි අදාල වන්නේ නැත,ඒ කොන්දේසි අදාල වන්නේ නැත
ක්ෂිතිජ රේඛාවේ ඉම් පෙදෙස සොයා ගිය,සිචිත රේඛාවේ ඉම් පෙදෙස සොයා ගිය
ග්‍රාම සේවක රාලහාමි කෙනෙක්.,රාමසේගලාලන් කෙනෙක්
ඉතින් අපේ ලංකාවේ කට්ටියට කොච්චර කීවත්,ඉතින් අපේ ලංකාවේ කට්ටියට කොච්චර කීවත්
අවශ්‍ය ශක්තිය ධෛර්‍යය ලැබේවා,අවශ්‍ය ශක්තිය දෛලිය ලැබේවා
මෙතරම් කඩිමුඩියේ කලබලයේ බරපතල ආකාරයෙන්,මෙතරම් කඩිමුඩියේ කලබලයේ බරපතල ආකාරයෙන්
නිර්දේශවල අඩංගු වේ,නිර්දේශවල අඩංගු වේ
ඔබ ජීවත් වූ පරිසරයෙන් පිටදී,ඔබ ජීවත් වූ පරිසරයෙන් පිට දී
මගේ පරණ රස්සාව කරගෙන යන්න,මාගේ පරණ රස්සාව කරගෙන යන්න
හැමෝට ම වගේ,හැමෝට ම වගේ
තුලා අද දින ඔබ කරන කියන,තුලා අත්හිනා ඔබ කරන කියන
මේ පිළිබඳ ද බොහෝ විස්තර,මේ පිළිබඳ ද බොහෝ විස්තර
ගමින් නො වේ,ගමින් නොවෙයි
පැය බාගේ වැඩසටහන අතරතුරේ.,පැය භාග්‍ය වැඩසටහන අතරතු වේ.
ඔබට දොරටු විවර වෙයි.,ඔබට දොරටු විවර වෙයි
දක්නට ලැබෙන ප්‍රධාන වැඩහුන් බුද්ධ ප්‍රතිමාව ද,දක්නට ලැබෙන ප්‍රධාන වැඩහුන් බුද්ධ ප්‍රතිමාව ද
බර නවතා ගන්නේ කොතනින්ද?,බර නවතා ගන්නේ කොතැනින් ද?
ඒකෙ තියෙන්නෙ නිකං ම වීජ ගණිතය,ඒකෙ තියෙන්නෙ නිකං ම වීජ ගණිතය
බිනර පොහෝ දිනය,බිනර පොහෝ දිනය
මොලේ අවුල් ද,මොලේ අවුල්ද?
ඉතින් මෙයා මේ විදියට තවත් කට්ටියක් එක්ක එකතු වෙලා,ඉතින් මෙයා මේ විදිහට තවත් කට්ටියක් එක්ක එකතුවෙලා
අනුන්ගේ ජීවිත ඝාතනය නොකරන අය කියලයි,අනුන්ගේ ජීවිත ඝාතනය නොකරන අය කියලයි.
ඒ මරු සිරා ගැන,ඒ මරු සිරා ගැන
මෙම කථාව නැවත කියවන ලෙස ඉතාම සාමාන්‍ය රසිකයෙකු හැටියට මම පාඨක ඔබෙන් ඉල්ලමි.,මෙම කථාව නැවත කියවන ලෙස ඉතාම සාමාන්‍ය රසිකයෙකු හැටියට මම පාඨක ඔබෙන් ඉල්ලමි.
පැවිදි වීම සඳහා දෙමාපිය අවසරය ලබාගෙන එන ලෙස,පැවිදි වීම සඳහා දෙමාපිය අවසරය ලබාගෙන එන ලෙස
මීට හේතුව,මීට හේතුව
මේක නොදන්න දෙමළ බාල පරම්පරාව,මේක නොදන්න දෙමළ බාල පරම්පරාව
ආයෙ ඉතින් කියන්න දෙයක් නෑනෙගේ වැඩ කිඩ ගැන.,ආයේ ඉතිං කියන්න දෙයක් නෑනගෙ වැඩ කිඩ ගැන
පුනරුද යුගයේ ඉඳන් පටන් ගත්තු දේශ ගවේෂණය,පුනරුද යුගයේ ඉඳන් පටන්ගත්තු දේශ ගවේෂණය
තමාවත් දන්නෙ නැති නිසා.,තමාවත් දන්නෙ නැති නිසා.
අඩුම මාසෙකට එකක් වත් දෙන්න බලන්න.,අඩුම මාසෙකට එකක්වත් දෙන්න බලන්න
එම අසිරිමත් දහම,එම අසිරිමත් දහම
ඇතැම් රෝහල්වලින් මෙම බෙහෙත් වර්ග වෙනත් ජාවාරම්කරුවන් අතට යනවා.,ඇතැම් රෝහල්වලින් මෙම බෙහෙත් වර්ග වෙනත් ජාවාරම්කරුවන් අතට යනවා.
එහෙත් ඔවුහු ඊනියා ගුරුත්වාකර්ෂණය දැනෙන්නේ,ඒත් ඔවුහු ඊනිය ගුරුත්ව කර්ෂණය දැනෙන්නේ
සිතීම හා දේශනා කළ යුතු දේ,සිටීම හා දේශනා කළ යුතු දේ
පසු වන බව නොරහසකි.,පසු වන බව නොරහසකි.
ඒකට නීතිදාන්න,ඒකට නීති දාන්න
මල් පැණි ගෙන යනවා.,මල් පැණි ගෙන යනවා.
මව්කුස තුළ වැඩුණු දරුවෙක් නිසා,මව්කුස තුළ වැඩුණු දරුවෙක් නිසා
මේක හැබැයි උසාවි නියෝගයක් වගේ,මේක හැබැයි උසාවි නියෝගයක් වගේ
ඒවාට බොහෝ ජීවීන් අනුවර්තනය වී තිබේ.,ඒවාට බොහෝ ජීවීන් අනුවර්තනය වී තිබේ
කොසොල් මහ රජු වෙනුවෙන්,කොසල් මහරජු වෙනුවෙන්
ගහට බැඳලා තියෙන බැලුම් බෝලය,ගහට බැඳලා තියෙන්නේ බැලුම් බෝලේ
එම නිසා මේ,එම නිසා මේ
මගේ ආසම නවකතා කාරියක් ලියපු.,මගේ ආසන් මවකතා කාර්යයක් ලියපු
"සොරකම, බොරුව, දණ්ඩණය ආදී තත්ත්වයන් සමාජගත විය.","සොරකම, බොරුව, දණ්ඩණය ආදී තත්ත්වයන් සමාජගත විය."
අනතුරු ව කෘෂිකර්ම ඇමති,අනතුරු ව කෘෂිකර්ම නැති
තම වසඟයට හසුකර ගැනීමට ද,තම වසඟයට හසුකර ගැනීමට ද
මොකද යකා කුඹුරු අස්වද්දලා තියෙන්නේ,මොකද යකා කුඹුරු අස්වද්දලා තියෙන්නේ
ස්තූතියිලස්සන සටහනක්,ස්තුතියි ලස්සන සටහනක්
කුලී හේවායන්ගෙන් තම අවශ්‍යතා සපුරා ගන්න වීම,කුලී හේවායන්ගෙන් තම අවශ්‍යතා සපුරා ගන්න වීම
බ්ලොග් එකේ ලියන උඹ වගේ එකෙක්,බ්ලොග් එකේ ලියන උඹ වගේ එකෙක්
මෙම බෝසත් පිළිමය ඇති මාලිගාවිල විහාරයේ,මෙම බෝසත් පිල්මය ඇති මාලිගාවිල විහාරයේ
ලිපට ගින්දර නම් දානවා.,ලිපට ගින්දර නම් දානවා.
මොනව කරන්න ද,මොනවා කරන්න ද
එහෙත් එහි විශේෂත්වය,එහෙත් එය විශේෂත්වය
ඊට පස්සෙ දෙයියගෙ කැමැත්ත,ඊට පස්සේ දෙයියගේ කැමැත්ත
අටුවා ටීකා අවශ්‍ය නැත,අටුවා ටීකා අවශ්‍ය නැත
පුහු ආටෝප වැඩවලට විතරයි,පුහුවාට ඔප වැඩවලට විතරයි.
එබැවින් ආර්ථීක අසමානතාවයන් නඩත්තු කිරීම,එබැවින් ආර්ථික අසමානතාවයන් අඩත්තු කිරීම
හැබැයි ඒ අපවර්තනයට හැඩගැහෙන්න,හැබැයි ඒ අපවර්තනයට හැඩගැහෙන
ඒකයි තොපි දැන්,ඒකයි තොප්පි දැන්
පැහැදිලි ව විග්‍රහ කර දුන් සේක,පැහැදිලි ව විග්‍රහ කර දුන් සේක
වැඩිපුර ගණන් ගන්නේ නැහැ.,වැඩිපුර ගණන් ගන්නේ නෑ.
වෙනස් කරන්නත් බැහැ,වෙනස් කරන්නත් බැහැ.
ගෙදර එන විට,ගෙදර එන විට
මල් රාශියක් නෙලා ගෙන,මල් රාශියක් නෙලාගෙන
